rank	username	minecraft:used/minecraft:jungle_sign
1	Hyp3rion_	192
2	FreakGenius	135
3	Mr_Byzantine	117
4	Blackberry1310	103
5	Lez_	98
6	kekhon	83
7	titanlax	79
7	fluddd	79
9	thescout7	72
10	ConnorDanky_	71
11	_Virify_	63
11	beeperbeeper5	63
13	HellsSponge	57
14	Frozil20	55
15	Airem_Core	51
16	MineMaster0012	49
17	Awyrlas	45
17	skrongus	45
19	eitanzaki	44
20	Historical_Sand	43
21	soundad	37
21	rarrq	37
21	Xalithia	37
21	AdmiralSmoke	37
25	H72l9w	35
25	4774	35
25	ROY4LE	35
28	Shogunite	31
29	Kowcio_	30
30	T045RTY	29
30	joethahobo	29
30	07shiny	29
33	cedric72	28
34	Tyrannosplart	27
35	Incinere	23
35	ShedJr_	23
37	Felenov	22
37	Quaintster	22
39	TAKrules	21
39	Comma__	21
39	12Magner05	21
39	Secret_Canary	21
39	Lord_Jord	21
39	Blaiku	21
39	00000000-0000-0000-0009-01f9013b764e	21
46	Mahoose	19
46	lunathelemon	19
46	500am	19
49	SaucyDark	18
49	Afinnity	18
49	luseis	18
52	CoffeeNoir	17
52	Kamflame10	17
52	Deathkob	17
52	Blu3beast	17
52	yatsuta	17
52	xolstoi	17
52	calamariclam_I	17
59	Windo_licker	16
59	Di_infiri	16
59	Njensen7	16
62	ECstardust	15
63	Fuad_R	14
64	Prodiginus	13
64	Fullut	13
64	olliebollie48	13
64	hanaryheatwave	13
68	CLG_Kata	12
68	ITDV	12
68	SvenskaHugo	12
71	pintsizedrogue	11
71	ese_wn_po	11
71	Hermanni__	11
71	Enderxz3	11
75	H0UNDFRMH3LL	10
75	Apollo_993	10
75	Harotio	10
75	himak1	10
75	IamCL4SSY	10
75	UCP_TheKingK	10
75	Dogcorn69420	10
82	MOSS000	9
82	_Dean_123	9
82	mwrty	9
82	OreTheBear	9
86	teslawolf38	8
86	SvenskaAlvar	8
86	THEKINGLyric10	8
89	Groovy_MoonBird	7
89	xxPipperDipperxx	7
89	Sagaram	7
89	Jackattack53	7
89	BronkerBrum	7
89	Nycteus_	7
89	YungMaki	7
89	PlasticOtari	7
89	FishisTTV	7
98	PhantomsGhost_	6
98	TheSecondLord	6
98	epiksk8erduck	6
98	Maenara	6
98	jcool7	6
98	Kferno	6
98	_3Stump_	6
98	jnp_gaming	6
106	Bandito_Roamer	5
106	SmashingPump	5
106	ItsHydroMC	5
106	bloodbiter	5
106	fkGrim	5
106	DarlaMeow	5
106	weabis	5
106	GravitySaint	5
106	Lunkuku	5
106	bndo	5
106	iSammael	5
106	Legendosh	5
118	Swexti	4
118	_Boipl_	4
118	Bumpy419	4
118	Inbefour	4
118	EveryonesUncle	4
118	lillips	4
118	Soplight	4
118	Nekomin0	4
118	_TCARREIRA_	4
118	Steelynan	4
118	HesDemonPants	4
118	The_SlideV5	4
130	TrNrGhost	3
130	Merv__	3
130	NatrixxddxYT	3
130	Ssor69	3
130	Rich_Kat	3
130	UnderKat	3
130	Inchef	3
130	benediktine1	3
130	M_Patata	3
130	yheece	3
130	Snowflowe	3
130	TheShyPig	3
130	parodypatient	3
130	_Crimson_Legate	3
130	Fuhrer_Teemo	3
130	JESS_THE_RERE	3
130	Racengan	3
130	OffWithTheirHead	3
130	MasterNueve	3
130	Solfahrin	3
130	SpacesickPrism	3
130	KASAN420	3
152	_Huge_Male_	2
152	I_Am_Mushkin	2
152	jessemgaming	2
152	bigstankyy	2
152	ssleepless	2
152	ImpavidArcher	2
152	Huwulling	2
152	Cryptacity	2
152	Septemb3r	2
152	Covalents	2
152	noam464	2
152	Kakolbus	2
152	Eczbox	2
152	The_Cruncy	2
152	AlphaWolfPlaysMC	2
152	Aezekial	2
152	lordpipe	2
152	WyngGoy	2
152	SammiWolfGirl	2
152	PortlyPete69	2
152	Eczbek	2
152	EcksD	2
152	FelixPSY375	2
152	Umbreon900	2
176	diamondgolem35	1
176	Raidor	1
176	Natty	1
176	ZaneABrain	1
176	stevewithclout	1
176	Da_Boss_Rani	1
176	NieToksikpl	1
176	jamesq133	1
176	MattieHD	1
176	Ecplosive	1
176	MyNameIsJobo	1
176	LAVA129	1
176	RyuNeko932000	1
176	GothicJamm	1
176	F_Uhre	1
176	iElijah	1
176	PigDab	1
176	FishyBoy3811	1
176	Akoot_	1
176	yulgur1	1
176	XxCookiequeenxX	1
176	JonnyBeesh	1
176	Manaateee	1
176	BumbleBeever	1
176	sleep444	1
176	Spacewardharpy7	1
176	ElectricDragon81	1
176	Eraxa	1
176	Chayula	1
176	__tomato	1
176	Spenduh	1
176	redlightshift	1
176	Ezekson	1
176	RadarHz	1
176	Jimb0nat0r	1
