rank	username	minecraft:used/minecraft:birch_pressure_plate
1	500am	570
2	Werbe	97
3	joethahobo	86
4	Mahoose	80
5	TheKingK_	78
6	KarlKaek	61
7	cichy096	44
8	Mr_Sun15	43
9	YungMaki	42
10	Fullut	40
11	BumbleBeever	39
12	Enderxz3	36
12	MelodyGaysharks	36
14	RebytreGT	31
15	Ezekson	26
15	Mr_Teddiursa_K	26
17	pintsizedrogue	24
18	TheSecondLord	23
18	MakeHistory157	23
20	diamondgolem35	22
20	kekhon	22
22	Lez_	21
23	beeperbeeper5	20
23	mwrty	20
23	Cellcorgi649	20
23	TheShyPig	20
23	Kubeusz2010	20
28	titanlax	17
29	IAmTheWalrus910	16
30	Niklas20114552	15
30	TheWickedBird	15
32	skitzxo	14
33	Mr_Byzantine	13
33	legal_tax_evader	13
35	SuperPooch06	12
35	PlasticOtari	12
37	heckface	11
38	myaccountwasgone	10
38	thescout7	10
38	Snowflowe	10
38	LexMakesHistory	10
38	El_Jalapeno	10
38	Optiprimus	10
44	rarrq	9
44	Hydro___________	9
44	crying_wolf_13	9
47	DermeinUser	8
47	MyNameIsJobo	8
47	Gryglu583	8
50	EMC_	7
50	Jokerman369	7
50	noam464	7
50	Btabtab	7
50	AltnumberF4	7
55	Ryan_GEMS	6
55	Blackberry1310	6
55	Inchef	6
55	thewindmillman	6
55	Cruncy_	6
55	Onennon	6
55	spellmre	6
55	EveryonesUncle	6
55	StarCookiees_	6
55	Eraxa	6
55	pixelviolin	6
55	DkansK	6
67	Arceus1975	5
67	ADEXTV	5
67	KlausVonStiglitz	5
67	FreakGenius	5
67	Blu3beast	5
67	BlankityMcBlank	5
67	Soplight	5
67	EcksD	5
75	VDVKmdr_2k04	4
75	T045RTY	4
75	SOA1RR	4
75	ShedJr_	4
75	SteveCraftBlocks	4
75	stopfive	4
75	F_Uhre	4
75	djancak	4
83	jimintyy	3
83	CoffeeNoir	3
83	xPixelRainx	3
83	Dali1465	3
83	KermitTheKripple	3
83	Pumpkin_P_Patch	3
83	ediballbearings	3
83	ConnorDanky_	3
83	CattSoup	3
83	KamFurnace	3
83	Nicserso	3
94	PhantomsGhost_	2
94	dudcreeper	2
94	Yatitay	2
94	Tommhh	2
94	ImpavidArcher	2
94	Wooptey	2
94	ryan521	2
94	QuiCreans	2
94	SoftSix	2
94	_Dean_123	2
94	TheDiamondCG	2
94	cyrusisntgay	2
94	Smashic	2
94	xxPipperDipperxx	2
94	ZeroAbyssTTV	2
94	Malware_Mara	2
94	LunarRedPanda	2
94	Zythose	2
94	The11thDoctor	2
94	Mattesco	2
94	Samificator	2
94	Y_A_N_N_I	2
94	Elastiq	2
94	IamCL4SSY	2
94	Fuad_R	2
94	Groundler	2
94	Spacewardharpy7	2
94	SvenskaHugo	2
94	ReyTheLegend	2
94	c0la_c0ca	2
94	DennyKai	2
94	Nargotah	2
94	elliebelle107	2
94	kaiwill0w	2
94	taengoos	2
94	HesDemonPants	2
130	Merv__	1
130	EKUG	1
130	eitanzaki	1
130	livingdaydreams	1
130	Hormones	1
130	excelsionprime	1
130	UncreativeArtist	1
130	NotMeanttoChange	1
130	Motsaro	1
130	emrekn	1
130	TableTim	1
130	moist_jellyfish	1
130	Di_infiri	1
130	Jackattack53	1
130	Bumpy419	1
130	oscminus	1
130	RobotMinion101	1
130	KeruNatsema	1
130	Akoot_	1
130	AlexChristian	1
130	The_Quack_Dealer	1
130	claivin	1
130	fluddd	1
130	monky_irl	1
130	radioactv_jelly	1
130	ayamefag	1
130	Shin69	1
130	MustardSquid	1
130	Kowcio_	1
130	ItsJunoIGuess	1
130	Yamdalorian	1
