rank	username	minecraft:used/minecraft:chainmail_chestplate
1	Segotep999	3
2	BlackShadow_1007	1
2	lorywithay	1
2	ActualPatbaf	1
2	Archsam	1
2	TheSecondLord	1
2	Smashic	1
2	Hyp3rion_	1
2	Akoot_	1
2	Hahaa_0	1
2	Manaateee	1
2	FreakGenius	1
2	IdeallyGrey	1
2	pixelviolin	1
