rank	username	minecraft:used/minecraft:chainmail_leggings
1	Blackberry1310	10
2	Mahoose	8
3	Segotep999	2
4	Archsam	1
4	Smashic	1
4	Hyp3rion_	1
4	Akoot_	1
4	Manaateee	1
4	NameGenerat0r	1
4	SingedBread	1
4	MineMaster0012	1
4	PlasticOtari	1
4	00000000-0000-0000-0009-01ff0c3e5e4f	1
