rank	username	minecraft:dropped/minecraft:gray_banner
1	Incinere	31
2	Eraxa	22
3	PlasticOtari	15
4	noam464	12
5	Lez_	5
6	k_ce	4
7	beeperbeeper5	3
7	kekhon	3
7	MinuteMira	3
7	jnp_gaming	3
11	Blackberry1310	2
11	Jackattack53	2
11	Toasty_Tom	2
11	Manaateee	2
11	Kowcio_	2
16	pintsizedrogue	1
16	TheSecondLord	1
16	jushykins	1
16	Onennon	1
16	Ender_Souls	1
16	EveryonesUncle	1
16	luseis	1
16	SammiWolfGirl	1
16	Dogcorn69420	1
16	ConnorDanky_	1
16	h2p_emrld	1
