rank	username	minecraft:dropped/minecraft:crimson_pressure_plate
1	rarrq	8
2	Jonte0599	3
3	ShedJr_	1
3	beeperbeeper5	1
3	mwrty	1
3	noam464	1
3	TheShyPig	1
3	Hail_the_wombat	1
