rank	username	minecraft:dropped/minecraft:acacia_wood
1	eitanzaki	68
2	noam464	32
3	Menthas	4
3	Mahoose	4
5	beeperbeeper5	3
6	joethahobo	2
6	jushykins	2
6	r123moore	2
6	Hiryu27	2
6	DeGodz4life	2
11	Howertt	1
11	TheSecondLord	1
11	_Ruzeeq_	1
11	Smoke____	1
11	h2p_emrld	1
