rank	username	minecraft:dropped/minecraft:name_tag
1	thewindmillman	961
2	Racengan	469
3	Hyp3rion_	451
4	PigDab	180
5	TechnoNinja64	164
6	Mahoose	157
7	Blu3beast	155
8	Di_infiri	146
9	AdmiralSmoke	129
10	500am	120
11	Marbz_	118
12	Smashic	93
13	Kowcio_	92
14	LordSpeed37	76
15	WyngGoy	72
16	noam464	68
17	pintsizedrogue	66
18	himak1	65
19	SvenskaHugo	64
20	eitanzaki	62
21	rarrq	61
22	thescout7	59
23	Bumpy419	56
24	kekhon	53
25	CattSoup	51
26	AlexxO_o	47
27	Fullut	45
27	TruestTurnip	45
29	Akoot_	44
29	Fuad_R	44
31	SuperPooch06	40
32	Lez_	39
32	Blaiku	39
32	ConnorDanky_	39
35	XboxPanda	37
36	T045RTY	30
37	joethahobo	29
38	Kyrum2169	28
39	Spenduh	27
39	_TCARREIRA_	27
41	jessewegottacook	24
41	Azmodan_246	24
43	Jimb0nat0r	21
44	Blackberry1310	20
44	SaintJosie	20
44	Spacewardharpy7	20
44	_i_ERROR_i_	20
48	Jackattack53	19
48	HellsSponge	19
50	olliebollie48	18
50	ayamefag	18
50	YungMaki	18
50	Enderxz3	18
54	MattieHD	17
54	Mewar	17
56	beeperbeeper5	16
56	xxPipperDipperxx	16
56	FreakGenius	16
56	Barlycorn	16
60	TrNrGhost	15
60	Kkanot	15
60	LeonelSalamanca	15
60	luseis	15
60	Dakar_	15
60	TheImperial	15
66	Werbe	14
66	F_Uhre	14
68	Snowflowe	13
68	ougstur	13
70	Tyrannosplart	12
70	PortlyPete69	12
72	Roikdean	11
72	MandenR1	11
74	RoskobiOne	10
74	Manaateee	10
76	KingFaenor	9
76	ImpavidArcher	9
76	Leyna3	9
76	SkateboardR6	9
76	Eraxa	9
76	Segotep999	9
76	Quotary	9
83	EMC_	8
83	Alteriity	8
83	_8man	8
83	SvenskaAlvar	8
83	starbits140	8
83	EcksD	8
83	jnp_gaming	8
90	ProfessorBee	7
90	BRRRN179	7
90	pixelviolin	7
90	xzvu	7
90	SammiWolfGirl	7
95	Bandito_Roamer	6
95	AuroraValkyrie	6
95	SaucyDark	6
95	M_Patata	6
95	fr_ser	6
95	ApophisNova	6
95	lizardfightclub	6
95	fw3xy74	6
95	EveryonesUncle	6
95	The_slideV3	6
95	MasterNueve	6
95	MyNamaSheff	6
95	xolstoi	6
108	_Huge_Male_	5
108	SmashingPump	5
108	diamondgolem35	5
108	set67	5
108	fluddd	5
108	Kura2218	5
108	alderban107	5
108	Iamthejo	5
108	Powowowow	5
108	Kateesaur	5
118	CoffeeNoir	4
118	bloodbiter	4
118	Kamflame10	4
118	Gingayy	4
118	hanaryheatwave	4
118	Hiryu27	4
118	oscminus	4
118	Onennon	4
118	NomadicRobin_	4
118	claivin	4
118	Soplight	4
118	obzii	4
118	KingMatthew506	4
118	Skippeh	4
118	Legendosh	4
118	UrbanPlanningEx	4
134	Huwulling	3
134	BobDeBouwer1337	3
134	imcombxt	3
134	Zaridey	3
134	WarMachina	3
134	Rebytre	3
134	Maenara	3
134	TheSeismicDuck	3
134	masskedman	3
134	Inbefour	3
134	lillips	3
134	Quaintster	3
134	QueenShuvi	3
134	MightyWertu	3
134	lordpipe	3
134	Ezekson	3
134	smogfrog	3
134	Nicserso	3
134	skrongus	3
134	Faart	3
154	Alexanderjac	2
154	Groovy_MoonBird	2
154	Thaumatarge	2
154	hollowww	2
154	Frozil20	2
154	KarlKaek	2
154	DinoDoctor_	2
154	lotarp	2
154	NinjaKnifeKill	2
154	Historical_Sand	2
154	chlorinex	2
154	TheSecondLord	2
154	jacxhadow	2
154	boog4loo	2
154	mwrty	2
154	lorpus	2
154	gcaisawesome	2
154	Chromary	2
154	King_Pancake1	2
154	LAVA129	2
154	LilyNova	2
154	Voxin2K	2
154	Mattesco	2
154	Huic_ostiarius	2
154	DemTechAlpha	2
154	C0oOK13M0N5T3R	2
154	Xclax101	2
154	GravitySaint	2
154	mihimihimihi	2
154	sp00ky_ghost977	2
154	_Mythic____	2
154	__tomato	2
154	LeeMcGee30	2
154	Steelynan	2
154	Vellu21	2
154	TheOuterCore	2
154	Northernrabbit	2
191	RosaDoesMC	1
191	heysushii	1
191	Crowvens	1
191	Merv__	1
191	6king6colt6	1
191	Sleek_Storm_721	1
191	Gemstuff	1
191	Creativebuilder2	1
191	itburb	1
191	Flores991	1
191	Paleshield	1
191	nattybears	1
191	Batman922	1
191	Natty	1
191	ShedJr_	1
191	elmer1234	1
191	Ssor69	1
191	Vizzoid	1
191	Prodiginus	1
191	picardred	1
191	aikabot	1
191	Crowman1	1
191	Megarboh	1
191	SteveCraftBlocks	1
191	G1ldor	1
191	TerraVl	1
191	UncreativeArtist	1
191	Mookle96	1
191	eviltunix	1
191	theonlymagikarp	1
191	HypixelForums	1
191	Paintz	1
191	ARandomHedge	1
191	John6970	1
191	Avrelion	1
191	ZeroAbyssTTV	1
191	Ecplosive	1
191	ImDisconnected_	1
191	mariominejedi	1
191	MyNameIsJobo	1
191	Rumpletaezer	1
191	Nope______	1
191	burbankbuilder28	1
191	domagawha	1
191	kars0n	1
191	RobotMinion101	1
191	Moofyman	1
191	LeGold	1
191	MousePlays	1
191	fxiryglitch	1
191	TheShyPig	1
191	ClemenPine	1
191	Drewen24	1
191	Luminad3	1
191	Elastiq	1
191	Wowful	1
191	Lord_Zacler	1
191	KeilynCloud	1
191	Toiton	1
191	DarlaMeow	1
191	1442	1
191	shrimp_flips	1
191	EfficientC52	1
191	RedcatVII	1
191	ProfessorDiaper	1
191	MentheMan09	1
191	monky_irl	1
191	Druid95	1
191	IAmTheWalrus910	1
191	TheEnderMan548	1
191	ediballbearings	1
191	DontHaveKick	1
191	lcvezra	1
191	Luigipunch989	1
191	ProbsNotNova	1
191	y0shik	1
191	jcool7	1
191	Winston_Ingram	1
191	laron58	1
191	erkada	1
191	PlasticOtari	1
191	Zoeyfortnite	1
191	JayToe	1
191	_Dri_	1
191	00000000-0000-0000-0009-01ff0c3e5e4f	1
