rank	username	minecraft:crafted/minecraft:golden_hoe
1	SmashingPump	3
2	beeperbeeper5	2
2	Jackattack53	2
2	Fuad_R	2
5	Merv__	1
5	xXTheWolfmanXx	1
5	eitanzaki	1
5	Lez_	1
5	firesgal3116	1
5	ProfessorBee	1
5	Dyosy	1
5	mariominejedi	1
5	killmeiamtraitor	1
5	Bumpy419	1
5	NomadicRobin_	1
5	Spacewardharpy7	1
5	SUN_DREAM	1
5	Kowcio_	1
5	stellarjay	1
5	MilleGrug	1
5	MirielThePastor	1
5	Zoeyfortnite	1
5	Smoke____	1
5	MelodyGaysharks	1
