rank	username	minecraft:crafted/minecraft:shaper_armor_trim_smithing_template
1	Mattesco	86
2	Kowcio_	76
3	beeperbeeper5	10
4	Enderxz3	8
5	Huwulling	6
6	TheSecondLord	4
6	milltesco	4
6	Spaghettatron	4
9	CLG_Kata	2
9	Apollo_993	2
9	Secret_Canary	2
9	_witch_craft_	2
9	Galactic_Badger	2
9	luseis	2
9	Jimb0nat0r	2
