rank	username	minecraft:crafted/minecraft:skull_banner_pattern
1	Jovaphobic	1
1	pintsizedrogue	1
1	Mr_Byzantine	1
1	Apollo_993	1
1	PazinGaming	1
1	Merv__	1
1	Alteriity	1
1	Lez_	1
1	Historical_Sand	1
1	beeperbeeper5	1
1	rarrq	1
1	BobDeBouwer1337	1
1	500am	1
1	Inchef	1
1	xxPipperDipperxx	1
1	CarltheCuck	1
1	Bumpy419	1
1	oscminus	1
1	RobotMinion101	1
1	TheShyPig	1
1	gustarlep	1
1	claivin	1
1	Blu3beast	1
1	Kowcio_	1
1	tsitrawhy	1
1	Steelynan	1
1	Kubeusz2010	1
1	ConnorDanky_	1
