rank	username	minecraft:crafted/minecraft:small_dripleaf
1	doublemaki	20
2	pintsizedrogue	10
2	joethahobo	10
2	beeperbeeper5	10
2	Kakolbus	10
2	thewindmillman	10
2	SolarKar	10
2	Manaateee	10
2	Enderxz3	10
2	PlasticOtari	10
11	WYFYoyo	8
12	corpsecity	2
