rank	username	minecraft:crafted/minecraft:mojang_banner_pattern
1	ConnorDanky_	2
2	pintsizedrogue	1
2	Bandito_Roamer	1
2	PazinGaming	1
2	DinoDoctor_	1
2	Lez_	1
2	Historical_Sand	1
2	beeperbeeper5	1
2	500am	1
2	Kakolbus	1
2	Werbe	1
2	TheShyPig	1
2	Tyrannosplart	1
2	_Karmaa	1
2	claivin	1
2	Kowcio_	1
2	h2p_emrld	1
