rank	username	minecraft:broken/minecraft:golden_hoe
1	Smoke____	4
2	Fuad_R	2
3	Merv__	1
3	Frozt99	1
3	eitanzaki	1
3	rarrq	1
3	John_Acacia	1
3	firesgal3116	1
3	ProfessorBee	1
3	Fullut	1
3	CharlieButt	1
3	Jackattack53	1
3	Qorbyn	1
3	SUN_DREAM	1
3	monky_irl	1
3	djancak	1
3	MilleGrug	1
3	MeetTheWollo	1
3	00000000-0000-0000-0009-01ff0c3e5e4f	1
