rank	username	minecraft:broken/minecraft:netherite_boots
1	beeperbeeper5	1
1	paranoid_plant	1
1	Winklepicker279	1
1	Jackattack53	1
1	U_Mos_	1
1	Krowuss	1
1	StarCookiees_	1
1	TheKingK_	1
1	PlasticOtari	1
