rank	username	minecraft:broken/minecraft:wooden_shovel
1	xxPipperDipperxx	40
2	Nach0Bear	19
3	Huic_ostiarius	14
4	Soul_Atreus	11
5	Racengan	8
6	Yamdalorian	7
7	weezygator	5
7	BreadFruggis	5
7	2Stout	5
7	Boipl	5
7	E775	5
7	LordSpeed37	5
13	ItzYaBoiPicard	4
13	U_Mos_	4
13	oscminus	4
13	KermitTheKripple	4
13	claivin	4
13	TheRoboSock	4
19	RoskobiOne	3
19	IgnoredBee	3
19	Nab3rius	3
19	xFaiithyX	3
19	sarahlynn00	3
19	aldplaysmc	3
19	bruh072	3
19	Deguns123	3
19	Moetis	3
19	skitzxo	3
29	domon41c_2	2
29	Mowelan	2
29	AES784	2
29	MoistMicrowave	2
29	Lez_	2
29	crayonnn_	2
29	Miroryk	2
29	Auseawesome	2
29	bloodbiter	2
29	ProfessorBee	2
29	Smashic	2
29	Robby_Cream	2
29	Minc_	2
29	swag_bro2004	2
29	belly0_0	2
29	toastfetchd	2
29	Sheellky	2
29	Cattoh	2
29	Drewen24	2
29	Ajax6	2
29	ese_wn_po	2
29	Sorry_Arey	2
29	_Karmaa	2
29	FreakGenius	2
29	El_Jalapeno	2
29	ThatMan_Dave	2
29	yoyoYoloMonke	2
29	Paigefly	2
29	Ze_BaronKrigler	2
29	OPTOMA_KING	2
29	SSytex_X	2
29	SammiWolfGirl	2
29	Mikael_Kuningas	2
29	Calbo_	2
29	Deliriohm	2
64	RosaDoesMC	1
64	emzero	1
64	xExpresso	1
64	pintsizedrogue	1
64	Mr_Byzantine	1
64	ThatStupidSheep	1
64	chipklip	1
64	Sero277	1
64	zqw10k	1
64	PizzaJake	1
64	not_a_duck_23	1
64	Merv__	1
64	teslawolf38	1
64	LoganDigs	1
64	shineh10	1
64	Mocha_Mug	1
64	baboonlord400	1
64	ImpavidArcher	1
64	Atomagus	1
64	hm947	1
64	Paleshield	1
64	Franco093	1
64	Batman922	1
64	DementedTOAD	1
64	Kuragari_	1
64	Alphanzt99	1
64	teqilas	1
64	Ozixar	1
64	ellygaytor	1
64	firesgal3116	1
64	MedSeaArch	1
64	StanceTB	1
64	kekhon	1
64	jjsadler	1
64	tortfeezy	1
64	Pelbo	1
64	lorpus	1
64	Mariopreeet	1
64	hijeatsdirt	1
64	Dirtamaster	1
64	KGTV	1
64	noam464	1
64	Kubelz	1
64	FennYuzuna	1
64	Exarah	1
64	Peeing	1
64	BlueZabu	1
64	BigMoneyH	1
64	Nope______	1
64	Zythose	1
64	ibarker21	1
64	Parcc	1
64	KillerNekoRain	1
64	Bumpy419	1
64	msJabberwock	1
64	DebbieBrunswick	1
64	RohnJosin	1
64	DeeDeeThonk	1
64	Sharkbyte0	1
64	sitrollover	1
64	wrinkledpiglet	1
64	x3jK3mLuN34Mn	1
64	Kryktal	1
64	Leyna3	1
64	eSpawNa	1
64	parodypatient	1
64	Lord_Jord	1
64	Roikdean	1
64	420BreadLizard	1
64	olmul	1
64	kiluaemc	1
64	Russiancat1	1
64	Deathkob	1
64	Shoutur1	1
64	Ragnar2105	1
64	Nateman1000	1
64	Tyrannosplart	1
64	Darkgon	1
64	n0qtrnL	1
64	kalzor	1
64	Blu3beast	1
64	carpet4_69	1
64	marumochis	1
64	PixelatedBoss	1
64	lolpoottoot	1
64	SkateboardR6	1
64	_Ruzeeq_	1
64	Zicom	1
64	Chaotic1s	1
64	Cache3	1
64	widgewee	1
64	sleepdrifter_	1
64	bloomkieren	1
64	djancak	1
64	Juh1s	1
64	Western_1	1
64	DoctorMagnus	1
64	how_are_you	1
64	blimpeey	1
64	Lord_Lollo	1
64	cichy096	1
64	smogfrog	1
64	RoboTramp7865	1
64	Wolverine4302	1
64	Oxygen16	1
64	jnp_gaming	1
64	2blox_	1
64	DkansK	1
64	Schlitzman	1
64	00000000-0000-0000-0009-01f16526f034	1
