rank	username	minecraft:mined/minecraft:melon_stem
1	diggydog67	459
2	pintsizedrogue	123
3	noam464	94
4	corvidpartyfor6	88
5	GooseWithin	75
6	SpacesickPrism	73
7	IamCL4SSY	69
8	El_Jalapeno	58
9	eitanzaki	57
10	TheShyPig	56
11	emrekn	53
11	JayToe	53
13	Di_infiri	52
14	Blaiku	50
15	FreakGenius	49
16	Akoot_	40
17	Kakolbus	34
18	beeperbeeper5	33
19	Mr_Byzantine	32
20	4774	29
21	Fakiuss	27
22	KarlKaek	26
22	Megarboh	26
24	Skylord_Luke	25
25	Comma__	24
25	m_be9	24
27	nut_e	23
28	6king6colt6	21
29	YungMaki	20
30	Bandito_Roamer	18
30	PegLegPete93	18
30	Inbefour	18
33	titanlax	17
33	Kubelz	17
33	UrbanPlanningEx	17
36	BlueZabu	16
36	Snowflowe	16
36	Reneedium	16
39	ShedJr_	15
39	Xclax101	15
41	ZeroAbyssTTV	14
42	Sheldor097	13
43	Merv__	12
43	ImNotYuqii	12
43	Barlycorn	12
46	The_slideV3	11
46	SirBreadward	11
46	RadarHz	11
49	elmer1234	10
49	Xalithia	10
49	MustardDrinker	10
49	HellsSponge	10
53	Stright_	9
53	UncreativeArtist	9
53	Typadopoulos	9
56	Apollo_993	8
56	Nucket	8
56	kekhon	8
56	xxPipperDipperxx	8
56	PigDab	8
56	Soul_Atreus	8
56	HAruSAme14	8
63	jacxhadow	7
63	Fullut	7
63	thewindmillman	7
63	Zythose	7
63	cedric72	7
63	LilLizardWizard	7
63	AdmiralSmoke	7
70	Prodiginus	6
70	SkateboardR6	6
72	TildaAndrea	5
72	q_wq	5
72	Tommhh	5
72	Ryan_GEMS	5
72	SaucyDark	5
72	Koffeeinz	5
72	BobDeBouwer1337	5
72	Cortexia	5
72	Warlord324	5
72	cytotoxaint	5
72	sp00ky_ghost977	5
72	IvarEXE	5
72	Ryn777	5
72	Enderxz3	5
72	MirielThePastor	5
87	lorywithay	4
87	Euclidoris	4
87	jushykins	4
87	ProfessorBee	4
87	fade_emerge78823	4
87	nitram49b	4
87	UMosDiesIrae	4
87	SirPiccardo	4
87	Fast_Turtle	4
87	KillerNekoRain	4
87	CaptainDeadBread	4
87	Muffindrake	4
87	LeonelSalamanca	4
87	Shadow4381	4
87	Segotep999	4
87	starbits140	4
87	Glumb0	4
87	Quotary	4
87	Zoeyfortnite	4
87	MadmanRaven	4
107	_stets	3
107	Wooptey	3
107	TAKrules	3
107	Malorn_Aetherius	3
107	CharlieButt	3
107	TheDankPlatypus	3
107	Zorin_Blitz	3
107	WET_WET_WET	3
107	Kim_Jong_eel	3
107	luseis	3
107	sufjanlover	3
107	KermitTheKripple	3
107	ReflexCode	3
107	THEKINGLyric10	3
107	Yoaty	3
107	WyngGoy	3
107	Ripzch	3
107	EngagedGrub41	3
107	Haadrada	3
107	smogfrog	3
127	H0UNDFRMH3LL	2
127	Groovy_MoonBird	2
127	King_Wars125	2
127	fanofbands101	2
127	dabloons	2
127	Dblikstad	2
127	LoboTheLobster	2
127	dopplexd	2
127	roxycherry	2
127	Blackberry1310	2
127	Secret_Canary	2
127	slkiey	2
127	CrookedKaptain	2
127	andy_rex	2
127	lizardfightclub	2
127	H_O_M_H	2
127	fw3xy74	2
127	rotten_mango	2
127	SolicitedPuma101	2
127	Dakar_	2
127	StinkyDiplomat	2
127	MightyWertu	2
127	tlustyCZARNY	2
127	LordAurum	2
127	_Ruzeeq_	2
127	07shiny	2
127	Soplight	2
127	Njensen7	2
127	FormulaNewt3627	2
127	TheOnlyRake	2
127	HuangMeiHua	2
127	Ezekson	2
127	cichy096	2
127	PlasticOtari	2
127	FishisTTV	2
162	Alexanderjac	1
162	mix9ine_maz	1
162	skatch212	1
162	Killercatty78	1
162	livingdaydreams	1
162	shneed	1
162	Jackster03	1
162	Prismyst	1
162	Hugi_79	1
162	bbrothers_5	1
162	Whiterooster001	1
162	Ssor69	1
162	chlorinex	1
162	zunap	1
162	leaf26	1
162	PlasmaElk	1
162	thescout7	1
162	Dali1465	1
162	Diavri	1
162	eiC_	1
162	Yuvl	1
162	Windo_licker	1
162	DukeBoy1646	1
162	Malware_Mara	1
162	Rebytre	1
162	Voxin2K	1
162	ItsAki_	1
162	ooga47	1
162	victorLIE	1
162	KeruNatsema	1
162	CarryLine	1
162	AuroraSkies	1
162	Russiancat1	1
162	Tyrannosplart	1
162	Hisiste	1
162	Vicemaniac	1
162	OG_Songsee	1
162	NiveauSubmarine	1
162	MineMaster0012	1
162	djancak	1
162	Spenduh	1
162	lcvezra	1
162	SammiWolfGirl	1
162	Luigipunch989	1
162	Deguns123	1
162	LeeMcGee30	1
162	hauspool	1
162	Wanjibon	1
162	00000000-0000-0000-0009-01ff0c3e5e4f	1
