rank	username	minecraft:mined/minecraft:potted_crimson_roots
1	Legendosh	5
2	UltraZombie	3
3	Dusk_95	2
4	BlancoFlaco	1
4	Mahoose	1
4	bloodbiter	1
4	Kubelz	1
4	OtariCharlie	1
4	sadvavilloso	1
4	WYFYoyo	1
