rank	username	minecraft:mined/minecraft:brown_banner
1	kekhon	8
2	Lez_	6
2	ConnorDanky_	6
4	12Magner05	5
5	jessewegottacook	2
5	TheShyPig	2
5	Druid95	2
8	rarrq	1
8	bloodbiter	1
8	Fullut	1
8	Smashic	1
8	Werbe	1
8	Akoot_	1
8	Blaiku	1
8	YungMaki	1
8	SammiWolfGirl	1
8	Ezekson	1
8	JayToe	1
