rank	username	minecraft:picked_up/minecraft:command_block
1	beeperbeeper5	20
2	TheShyPig	5
3	Arceus1975	3
4	pintsizedrogue	2
5	kekhon	1
5	DAD_1996	1
5	oscminus	1
5	Akoot_	1
5	HellsSponge	1
5	claivin	1
5	Blu3beast	1
5	fluddd	1
5	Spacewardharpy7	1
5	lordpipe	1
5	Eraxa	1
