rank	username	minecraft:picked_up/minecraft:large_fern
1	Inchef	2
2	U_Mos_	1
2	wezzzi	1
2	luseis	1
2	Manaateee	1
2	El_Jalapeno	1
2	Racengan	1
2	Kowcio_	1
2	Legendosh	1
