rank	username	minecraft:picked_up/minecraft:enderman_spawn_egg
1	Mahoose	4
2	ROY4LE	2
2	Blu3beast	2
2	fluddd	2
5	ImNotYuqii	1
5	rarrq	1
5	Blackberry1310	1
5	Resner	1
5	RobotMinion101	1
5	Akoot_	1
5	_Bguette_	1
5	Tyrannosplart	1
5	lordpipe	1
5	Soplight	1
5	alderban107	1
5	ConnorDanky_	1
5	AdmiralSmoke	1
