rank	username	minecraft:killed/minecraft:zoglin
1	eitanzaki	5
2	beeperbeeper5	2
3	pintsizedrogue	1
3	k_ce	1
3	Huwulling	1
3	set67	1
3	mwrty	1
3	noam464	1
3	shadowthemonkey	1
3	Jackattack53	1
3	thewindmillman	1
3	Hyp3rion_	1
3	Manaateee	1
3	Spacewardharpy7	1
3	Eraxa	1
3	SammiWolfGirl	1
3	EcksD	1
3	Jimb0nat0r	1
3	AdmiralSmoke	1
