rank	username	minecraft:killed/minecraft:mule
1	DAD_1996	5
2	MattieHD	3
3	IEatBooty	1
3	Incinere	1
3	MrSSoaper	1
3	sparkles_dudly	1
3	HellsSponge	1
3	YungMaki	1
3	luckykill123	1
